"ch99_code","rate","authority","country_type","countries","general_raw","other_raw","description"
"9903.85.42",,"section_301","all","","The duty provided in the applicable subheading","","Pipes and tubes of aluminum, other than seamless (described in statistical reporting number 7608.10.0090 or 7608.20.0090)"
"9903.85.43",,"section_301","all","","The duty provided in the applicable subheading","","Tube or pipe fittings of aluminum (for example, couplings, elbows, sleeves) (described in statistical reporting number 7609.00.0000)"
"9903.85.44",,"section_301","all","","The duty provided in the applicable subheading","","Castings or forgings of aluminum (described in statistical reporting number 7616.99.5160 or 7616.99.5170)"
"9903.85.50",,"section_301","all","","The duty provided in the applicable subheading","","Aluminum products of the United Kingdom, when such products are covered by an exclusion granted by the Secretary of Commerce under note 19(c) to this subchapter, provided that such goods shall be coun"
"9903.85.51",,"section_301","all","","The duty provided in the applicable subheading","","Unwrought aluminum, not alloyed (provided for in subheading 7601.10.30 or 7601.10.60)"
"9903.85.52",,"section_301","all","","The duty provided in the applicable subheading","","Other unwrought products, alloyed (provided for in subheading 7601.20.30, 7601.20.60 or       7601.20.90)"
"9903.85.53",,"section_301","all","","The duty provided in the applicable subheading","","Bars, rods and profiles of aluminum, not alloyed (provided for in subheading 7604.10.10, 7604.10.30 or 7604.10.50)"
"9903.85.54",,"section_301","all","","The duty provided in the applicable subheading","","Hollow profiles of aluminum alloys (provided for in subheading 7604.21.00)"
"9903.85.55",,"section_301","all","","The duty provided in the applicable subheading","","Bars, rods, and solid profiles, alloyed (provided for in subheading 7604.29.10, 7604.29.30 or 7604.29.50)"
"9903.85.56",,"section_301","all","","The duty provided in the applicable subheading","","Wire of aluminum, of which the maximum cross-sectional dimension exceeds 7 mm (provided for in subheading 7605.11.00 or 7605.21.00)"
"9903.85.57",,"section_301","all","","The duty provided in the applicable subheading","","Other wire of aluminum (provided for in subheading 7605.19.00 or 7605.29.00)"
"9903.85.58",,"section_301","all","","The duty provided in the applicable subheading","","Products meeting the requirements of note 1(d) to chapter 76 and with a thickness of more than 6.3 mm (described in statistical reporting number 7606.11.3030, 7606.12.3015, 7606.12.3025, 7606.12.3035,"
"9903.85.59",,"section_301","all","","The duty provided in the applicable subheading","","Products meeting the requirements of note 1(d) to chapter 76 and with a thickness of more than 6.3 mm (described in statistical reporting number 7606.11.3060, 7606.12.3091, 7606.12.3096, 7606.91.3095,"
"9903.85.60",,"section_301","all","","The duty provided in the applicable subheading","","Aluminum alloy can stock (described in statistical reporting number 7606.12.3045 or 7606.12.3055"
"9903.85.61",,"section_301","all","","The duty provided in the applicable subheading","","Pipes and tubes of aluminum, seamless (described in statistical reporting number 7608.10.0030 or 7608.20.0030)"
"9903.85.62",,"section_301","all","","The duty provided in the applicable subheading","","Pipes and tubes of aluminum, other than seamless (described in statistical reporting number 7608.10.0090 or 7608.20.0090)"
"9903.85.63",,"section_301","all","","The duty provided in the applicable subheading","","Tube or pipe fittings of aluminum (for example, couplings, elbows, sleeves) (described in statistical reporting number 7609.00.0000)"
"9903.85.64",,"section_301","all","","The duty provided in the applicable subheading","","Castings or forgings of aluminum (described in statistical reporting number 7616.99.5160 or 7616.99.5170"
"9903.85.65",,"section_301","all","","The duty provided in the applicable subheading","","Aluminum foil, not backed (described in statistical reporting number 7607.11.3000, 7607.11.6010, 7607.11.6090, 7607.11.9030, 7607.11.9060, 7607.11.9090, 7607.19.1000, 7607.19.3000 or 7607.19.6000)"
"9903.85.66",,"section_301","all","","The duty provided in the applicable subheading","","Aluminum foil, backed (described in statistical reporting number 7607.20.1000 or 7607.20.5000)"
"9903.85.67","2","section_301","all","","The duty provided in the applicable subheading + 200%","The duty provided in the applicable subheading + 200%","Aluminum articles that are the product of Russia, or where any amount of primary aluminum used in the manufacture of the aluminum articles is smelted in Russia, or where the aluminum articles are cast"
"9903.85.68","2","section_301","all","","The duty provided in the applicable subheading + 200%","The duty provided in the applicable subheading + 200%","Derivative aluminum articles that are products of Russia, or where any amount of primary aluminum used in the manufacture of the derivative articles is smelted in Russia, or where the derivative alumi"
"9903.85.69","2","section_301","all_except","","The duty provided in the applicable subheading + 200%","The duty provided in the applicable subheading + 200%","Except for goods provided for in heading 9903.85.67, aluminum articles that are the product of Russia, or where any amount of primary aluminum used in the manufacture of the aluminum articles is smelt"
"9903.85.70","2","section_301","all_except","","The duty provided in the applicable subheading + 200%","The duty provided in the applicable subheading + 200%","Except for goods provided for in heading 9903.85.68, derivative aluminum articles that are products of Russia, or where any amount of primary aluminum used in the manufacture of the derivative aluminu"
"9903.85.71","0.1","section_301","all","","The duty provided in the applicable subheading + 10%","","Aluminum articles of Mexico enumerated in U.S. note 19 to this subchapter, containing primary aluminum for which the primary country of smelt, secondary country of smelt, or country of most recent cas"
"9903.85.72","0.1","section_301","all","","The duty provided in the applicable subheading + 10%","","Derivative aluminum articles of Mexico enumerated in U.S. note 19(a)(iii) to this subchapter, containing primary aluminum for which the primary country of smelt, secondary country of smelt, or country"
"9903.88.01","0.25","section_301","specific","CN","The duty provided in the applicable subheading plus 25%","","Except as provided in headings 9903.88.05, 9903.88.06, 9903.88.07, 9903.88.08, 9903.88.10, 9903.88.11, 9903.88.14, 9903.88.19, 9903.88.50, 9903.88.52, 9903.88.58, 9903.88.60, 9903.88.62, 9903.88.66, 9"
"9903.88.02","0.25","section_301","specific","CN","The duty provided in the applicable subheading + 25%","","Except as provided in headings 9903.88.12, 9903.88.17, 9903.88.20, 9903.88.54, 9903.88.59, 9903.88.61, 9903.88.63, 9903.88.66, 9903.88.67, 9903.88.68, 9903.88.69, or 9903.88.70, articles the product o"
"9903.88.03","0.25","section_301","specific","CN","The duty provided in the applicable subheading + 25%","","Except as provided in headings 9903.88.13, 9903.88.18, 9903.88.33, 9903.88.34, 9903.88.35, 9903.88.36, 9903.88.37, 9903.88.38, 9903.88.40, 9903.88.41, 9903.88.43, 9903.88.45, 9903.88.46, 9903.88.48, 9"
"9903.88.04","0.25","section_301","specific","CN","The duty provided in the applicable subheading + 25%","","Except as provided in headings 9903.88.33, 9903.88.34, 9903.88.36, 9903.88.37, 9903.88.38, 9903.88.40, 9903.88.46, 9903.88.48, 9903.88.56, 9903.88.64, 9903.88.66, 9903.88.67, or 9903.88.69, articles t"
"9903.88.05",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(h) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.06",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(i) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.07",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(j) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.08",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(k) to this subchapter, each covered by an exclusion granted by the United States Trade Representative"
"9903.88.09","0.1","section_301","specific","CN","The duty provided in the applicable subheading + 10%","","Articles the product of China, as provided for in U.S. note 20(l) to this subchapter and as provided for in the subheadings enumerated in U.S. notes 20(f) or 20(g) to this subchapter, if exported to t"
"9903.88.10",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(m) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.11",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(n) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.12",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(o) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.13",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(p) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.14",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(q) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.15","0.075","section_301","specific","CN","The duty provided in the applicable subheading + 7.5%","","Except as provided in headings 9903.88.39, 9903.88.42, 9903.88.44, 9903.88.47, 9903.88.49, 9903.88.51, 9903.88.53, 9903.88.55, 9903.88.57, 9903.88.65, 9903.88.66, 9903.88.67, 9903.88.68, or 9903.88.69"
"9903.88.16","0.15","section_301","specific","CN","The duty provided in the applicable subheading + 15%","","Articles the product of China, as provided for in U.S. note 20(t) to this subchapter and as provided for in the subheadings enumerated in U.S. note 20(u) [Compiler's note: provision suspended.]"
"9903.88.17",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(v) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.18",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(w) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.19",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(x) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.20",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(y) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.21",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(z) to this subchapter"
"9903.88.22",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(aa) to this subchapter"
"9903.88.23",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(bb) to this subchapter"
"9903.88.24",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(cc) to this subchapter"
"9903.88.25",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(dd) to this subchapter"
"9903.88.26",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ee) to this subchapter"
"9903.88.27",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ff) to this subchapter"
"9903.88.28",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(gg) to this subchapter"
"9903.88.33",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ll) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.34",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(mm) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.35",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(nn) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.36",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(oo) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.37",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(pp) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.38",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(qq) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.39",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(rr) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.40",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ss) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.41",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(tt) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.42",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(uu) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.43",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(vv) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.44",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ww) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.45",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(xx) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.46",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(yy) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.47",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(zz) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.48",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(aaa) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.49",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(bbb) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.50",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after June 4, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(ccc) to this subchapter, each covered by an ex"
"9903.88.51",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(ddd) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.52",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after July 9, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(eee) to this subchapter, each covered by an ex"
"9903.88.53",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(fff) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.54",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after July 31, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(ggg) to this subchapter, each covered by an e"
"9903.88.55",,"section_301","specific","CN","The duty provided in the applicable subheading","","Articles the product of China, as provided for in U.S. note 20(hhh) to this subchapter, each covered by an exclusion granted by the U.S. Trade Representative"
"9903.88.56",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after August 7, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(iii) to this subchapter, each covered by an "
"9903.88.57",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after September 1, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(jjj) to this subchapter, each covered by "
"9903.88.58",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after September 20, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(kkk) to this subchapter, each covered by"
"9903.88.59",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after September 20, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(lll) to this subchapter, each covered by"
"9903.88.60",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after October 2, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(mmm) to this subchapter, each covered by an"
"9903.88.61",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after October 2, 2020, and through December 31, 2020, articles the product of China, as provided for in U.S. note 20(nnn) to this subchapter, each covered by an"
"9903.88.62",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(ooo) to this subchapter, each covered by an"
"9903.88.63",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(ppp) to this subchapter, each covered by an"
"9903.88.64",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(qqq) to this subchapter, each covered by an"
"9903.88.65",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2021, and through November 30, 2021, articles the product of China, as provided for in U.S. note 20(rrr) to this subchapter, each covered by an"
"9903.88.66",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after December 1, 2021, and before June 1, 2023, articles the product of China, as provided for in U.S. note 20(sss) to this subchapter, each covered by an excl"
"9903.88.67",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after October 12, 2021 and through June 14, 2024, articles the product of China, as provided for in U.S. note 20(ttt) to this subchapter, each covered by an exc"
"9903.88.68",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after June 1, 2023, and before June 15, 2024, articles the product of China, as provided for in U.S. note 20(uuu) to this subchapter, each covered by an exclusi"
"9903.88.69",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after June 15, 2024 and through May 31, 2025, articles the product of China, as provided for in U.S. note 20(vvv) to this subchapter, each covered by an exclusi"
"9903.88.70",,"section_301","specific","CN","The duty provided in the applicable subheading","","Effective with respect to entries on or after January 1, 2024, and before June 1, 2025, articles the product of China, as provided in U.S. note 20(www) to this subchapter, each covered by an exclusion"
"9903.89.05","0.15","section_301","all","","The duty provided in the applicable subheading + 15%","","New airplanes and other new aircraft, as defined in U.S. note 21(b) to this subchapter (other than military airplanes or other military aircraft), of an unladen weight exceeding 30,000 kg (described i"
"9903.89.07",,"section_301","all","","The duty provided in the applicable subheading","","Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg (provided for in subheading 8802.40.00), the foregoing not described in subheading 9903.89.05"
"9903.89.10","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in the subheadings enumerated in U.S. note 21(c) to this subchapter"
"9903.89.13","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(d) to this subchapter"
"9903.89.16","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(e) to this subchapter"
"9903.89.19","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(f) to this subchapter"
"9903.89.22","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(g) to this subchapter"
"9903.89.25","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(h) to this subchapter"
"9903.89.28","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(i) to this subchapter"
"9903.89.31","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(j) to this subchapter"
"9903.89.34","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(k) to this subchapter"
"9903.89.37","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(l) to this subchapter"
"9903.89.40","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(m) to this subchapter"
"9903.89.43","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(n) to this subchapter"
"9903.89.46","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(o) to this subchapter"
"9903.89.49","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(p) to this subchapter"
"9903.89.50",,"section_301","all","","The duty provided in the applicable subheading","","Irish and Scotch Whiskies (provided for in subheading 2208.30.30), the foregoing not described in subheading 9903.89.49"
"9903.89.52","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(q) to this subchapter"
"9903.89.55","0.25","section_301","all","","The duty provided inthe applicable subheading+ 25%","","Provided for in subheadings enumerated in U.S. note 21(r) to this subchapter"
"9903.89.57","0.25","section_301","all","","The duty provided in the applicable subheading + 25%","","Provided for in subheadings enumerated in U.S. note 21(s) to this subchapter"
"9903.89.59",,"section_301","all","","The duty provided in the applicable subheading","","Spirits obtained by distilling grape wine or grape marc (grape brandy), other than Pisco and Singani, in containers each holding not over 4 liters, valued over $3.43/liter (provided for in subheading "
"9903.89.61","0.15","section_301","all","","The duty provided in the applicable subheading + 15%","","Fuselages and fuselage sections, wings and wing assemblies (other than wings having exterior surfaces of carbon composite material), horizontal stabilizers, and vertical stabilizers as defined in U.S."
"9903.89.63",,"section_301","all","","The duty provided in the applicable subheading","","Other parts of airplanes or helicopters (provided for [described]in statistical reporting number 8803.30.0030), the foregoing not described [provided for]in subheading 9903.89.61"
"9903.90.08","0.35","ieepa","specific","RU","","35%","Articles the product of the Russian Federation, as provided for in U.S. note 30(a) to this subchapter and as provided for in the subheadings enumerated in U.S. note 30(b) to this subchapter"
"9903.90.09","0.7","ieepa","specific","RU","","70%","Articles the product of the Russian Federation, as provided for in U.S. note 30(c) to this subchapter and as provided for in the subheadings enumerated in U.S. note 30(d) to this subchapter"
"9903.91.01","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after September 27, 2024, articles the product of China, as provided for in subdivision (b) of U.S. note 31 to this subchapter"
"9903.91.02","0.5","ieepa","specific","CN","The duty provided in the applicable subheading + 50%","","Effective with respect to entries on or after September 27, 2024, articles the product of China, as provided for in subdivision (c) of U.S. note 31 to this subchapter"
"9903.91.03","1","ieepa","specific","CN","The duty provided in the applicable subheading + 100%","","Except as provided in heading 9903.91.10, effective with respect to entries on or after September 27, 2024, articles the product of China, as provided for in subdivision (d) of U.S. note 31 to this su"
"9903.91.04","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after January 1, 2025, and before January 1, 2026, articles the product of China, as provided for in subdivision (e) of U.S. note 31 to this subchapter"
"9903.91.05","0.5","ieepa","specific","CN","The duty provided in the applicable subheading + 50%","","Effective with respect to entries on or after January 1, 2025, articles the product of China, as provided for in subdivision (f) of U.S. note 31 to this subchapter"
"9903.91.06","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after January 1, 2026, articles the product of China, as provided for in subdivision (g) of U.S. note 31 to this subchapter"
"9903.91.07","0.5","ieepa","specific","CN","The duty provided in the applicable subheading + 50%","","Effective with respect to entries on or after January 1, 2026, articles the product of China, as provided for in subdivision (h) of U.S. note 31 to this subchapter"
"9903.91.08","1","ieepa","specific","CN","The duty provided in the applicable subheading + 100%","","Effective with respect to entries on or after January 1, 2026, articles the product of China, as provided for in subdivision (i) of U.S. note 31 to this subchapter"
"9903.91.09",,"ieepa","specific","CN","The duty provided in the applicable subheading","","Notwithstanding subheading 9903.92.10, effective with respect to entries, on or after September 27, 2024, of ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and "
"9903.91.10",,"ieepa","all","","The duty provided in the applicable subheading","","Notwithstanding heading 9903.91.03, effective with respect to entries of enteral syringes, of China, on or after September 27, 2024, and before January 1, 2026 (described in statistical reporting numb"
"9903.91.11","0.25","ieepa","specific","CN","The duty provided in the applicable subheading + 25%","","Effective with respect to entries on or after January 1, 2025, articles the product of China, as provided for in subdivision (j) of U.S. note 31 to this subchapter"
"9903.92",,"ieepa","specific","CN","","","Effective with respect to entries, on or after September 27, 2024, of overhead traveling cranes, transporter cranes, gantry cranes, bridge cranes and mobile lifting frames, other than overhead traveli"
"9903.92.10","0.25","ieepa","all","","The duty provided in the applicable subheading + 25%","","Except as provided in heading 9903.91.09, ship-to-shore gantry cranes, configured as a high- or low-profile steel superstructure and designed to unload intermodal containers from vessels with coupling"
"9903.92.80",,"ieepa","all","","The duty provided in the applicable subheading","","Other (provided for in subheading 8426.19.00)"
